Term;Student Number;Grade;Subject;RIT;Percentile;LEXILE SCORE;Grade Level
Spring 2017-2018;28612;2;Mathematics;165;2;;
Spring 2017-2018;28612;2;Reading;160;3;;
Spring 2017-2018;28621;4;Mathematics;218;62;;10
Spring 2017-2018;28621;4;Reading;213;68;;10
Spring 2017-2018;28631;4;Mathematics;203;24;;10
Spring 2017-2018;28631;4;Reading;202;40;;10
Spring 2017-2018;28642;4;Mathematics;185;3;;
Spring 2017-2018;28642;4;Reading;188;11;;
Spring 2017-2018;28661;6;Language;221;67;;12
Spring 2017-2018;28661;6;Mathematics;222;42;;12
Spring 2017-2018;28661;6;Reading;220;61;;12
Spring 2017-2018;28662;2;Mathematics;190;44;;8
Spring 2017-2018;28662;2;Reading;181;31;;8
Spring 2017-2018;28702;2;Mathematics;198;67;;8
Spring 2017-2018;28702;2;Reading;175;18;;8
Spring 2017-2018;28721;6;Language;213;43;;12
Spring 2017-2018;28721;6;Mathematics;214;25;;12
Spring 2017-2018;28721;6;Reading;217;53;;12
Spring 2017-2018;28731;6;Language;224;74;;12
Spring 2017-2018;28731;6;Mathematics;223;44;;12
Spring 2017-2018;28731;6;Reading;227;78;;12
Spring 2017-2018;28741;7;Language;210;29;;
Spring 2017-2018;28741;7;Mathematics;220;31;;
Spring 2017-2018;28741;7;Reading;215;42;;
Spring 2017-2018;28772;4;Mathematics;209;38;;10
Spring 2017-2018;28772;4;Reading;205;48;;10
Spring 2017-2018;28782;4;Mathematics;194;10;;10
Spring 2017-2018;28782;4;Reading;195;23;;10
Spring 2017-2018;28841;8;Language;225;66;;
Spring 2017-2018;28841;8;Mathematics;234;56;;
Spring 2017-2018;28841;8;Reading;229;71;;
Spring 2017-2018;28851;7;Language;227;75;;
Spring 2017-2018;28851;7;Mathematics;242;77;;
Spring 2017-2018;28851;7;Reading;239;92;;
Spring 2017-2018;28891;7;Language;213;37;;
Spring 2017-2018;28891;7;Mathematics;225;42;;
Spring 2017-2018;28891;7;Reading;190;3;;
Spring 2017-2018;28911;4;Mathematics;219;64;;10
Spring 2017-2018;28971;6;Language;223;72;;12
Spring 2017-2018;28971;6;Mathematics;218;33;;12
Spring 2017-2018;28971;6;Reading;215;48;;12
Spring 2017-2018;28981;6;Language;215;49;;12
Spring 2017-2018;28981;6;Mathematics;223;44;;12
Spring 2017-2018;28981;6;Reading;220;61;;12
Spring 2017-2018;28991;2;Mathematics;188;38;;8
Spring 2017-2018;28991;2;Reading;186;43;;8
Spring 2017-2018;29021;4;Mathematics;232;89;;10
Spring 2017-2018;29031;4;Mathematics;212;46;;10
Spring 2017-2018;29031;4;Reading;212;66;;10
Spring 2017-2018;29032;2;Mathematics;184;28;;8
Spring 2017-2018;29032;2;Reading;179;26;;8
Spring 2017-2018;29061;6;Language;225;77;;12
Spring 2017-2018;29061;6;Mathematics;237;76;;12
Spring 2017-2018;29061;6;Reading;221;64;;12
Spring 2017-2018;29062;4;Mathematics;195;11;;10
Spring 2017-2018;29091;4;Mathematics;202;22;;10
Spring 2017-2018;29101;6;Language;229;85;;12
Spring 2017-2018;29101;6;Mathematics;238;78;;12
Spring 2017-2018;29101;6;Reading;230;83;;12
Spring 2017-2018;29102;2;Reading;180;28;;8
Spring 2017-2018;29111;6;Language;209;32;;12
Spring 2017-2018;29111;6;Mathematics;224;47;;12
Spring 2017-2018;29111;6;Reading;219;59;;12
Spring 2017-2018;29112;4;Mathematics;206;31;;10
Spring 2017-2018;29112;4;Reading;195;23;;10
Spring 2017-2018;29142;6;Language;197;9;;12
Spring 2017-2018;29142;6;Mathematics;223;44;;12
Spring 2017-2018;29142;6;Reading;215;48;;12
Spring 2017-2018;29151;6;Language;231;88;;12
Spring 2017-2018;29151;6;Mathematics;230;61;;12
Spring 2017-2018;29151;6;Reading;232;87;;12
Spring 2017-2018;29161;6;Language;218;58;;12
Spring 2017-2018;29161;6;Mathematics;217;31;;12
Spring 2017-2018;29161;6;Reading;217;53;;12
Spring 2017-2018;29171;6;Language;201;14;;11
Spring 2017-2018;29171;6;Mathematics;205;11;;11
Spring 2017-2018;29171;6;Reading;197;10;;11
Spring 2017-2018;29181;6;Language;222;69;;
Spring 2017-2018;29181;6;Mathematics;228;56;;
Spring 2017-2018;29181;6;Reading;219;59;;
Spring 2017-2018;29182;4;Mathematics;218;62;;
Spring 2017-2018;29182;4;Reading;218;79;;
Spring 2017-2018;29183;2;Mathematics;187;35;;
Spring 2017-2018;29183;2;Reading;177;22;;
Spring 2017-2018;29191;6;Language;206;24;;
Spring 2017-2018;29191;6;Mathematics;221;40;;
Spring 2017-2018;29191;6;Reading;208;30;;
Spring 2017-2018;29201;7;Language;223;65;;
Spring 2017-2018;29201;7;Mathematics;227;46;;
Spring 2017-2018;29201;7;Reading;229;76;;
Spring 2017-2018;29231;6;Language;216;52;;12
Spring 2017-2018;29231;6;Mathematics;225;49;;12
Spring 2017-2018;29231;6;Reading;225;74;;12
Spring 2017-2018;29232;6;Language;220;64;;12
Spring 2017-2018;29232;6;Mathematics;229;59;;12
Spring 2017-2018;29232;6;Reading;227;78;;12
Spring 2017-2018;29241;4;Mathematics;201;20;;10
Spring 2017-2018;29241;4;Reading;187;10;;10
Spring 2017-2018;29251;6;Language;222;69;;12
Spring 2017-2018;29251;6;Mathematics;235;72;;12
Spring 2017-2018;29251;6;Reading;229;82;;12
Spring 2017-2018;29281;6;Language;230;87;;12
Spring 2017-2018;29281;6;Mathematics;240;81;;12
Spring 2017-2018;29281;6;Reading;228;80;;12
Spring 2017-2018;29311;6;Language;215;49;;12
Spring 2017-2018;29311;6;Mathematics;228;56;;12
Spring 2017-2018;29311;6;Reading;202;17;;12
Spring 2017-2018;29312;2;Mathematics;202;77;;8
Spring 2017-2018;29312;2;Reading;191;56;;8
Spring 2017-2018;29341;6;Language;222;69;;12
Spring 2017-2018;29341;6;Mathematics;223;44;;12
Spring 2017-2018;29341;6;Reading;227;78;;12
Spring 2017-2018;29371;7;Language;223;65;;
Spring 2017-2018;29371;7;Mathematics;230;53;;
Spring 2017-2018;29371;7;Reading;214;39;;
Spring 2017-2018;29372;4;Mathematics;219;64;;10
Spring 2017-2018;29372;4;Reading;215;73;;10
Spring 2017-2018;29381;6;Language;219;61;;12
Spring 2017-2018;29381;6;Mathematics;228;56;;12
Spring 2017-2018;29381;6;Reading;211;37;;12
Spring 2017-2018;29391;6;Language;211;37;;12
Spring 2017-2018;29391;6;Mathematics;217;31;;12
Spring 2017-2018;29391;6;Reading;220;61;;12
Spring 2017-2018;29401;2;Mathematics;184;28;;8
Spring 2017-2018;29401;2;Reading;174;17;;8
Spring 2017-2018;29411;4;Mathematics;205;29;;
Spring 2017-2018;29411;4;Reading;207;53;;
Spring 2017-2018;29421;4;Mathematics;202;22;;10
Spring 2017-2018;29431;6;Language;214;46;;12
Spring 2017-2018;29431;6;Mathematics;209;16;;12
Spring 2017-2018;29431;6;Reading;210;35;;12
Spring 2017-2018;29441;6;Language;238;96;;12
Spring 2017-2018;29441;6;Mathematics;246;89;;12
Spring 2017-2018;29441;6;Reading;238;94;;12
Spring 2017-2018;29451;6;Language;226;79;;12
Spring 2017-2018;29451;6;Mathematics;220;38;;12
Spring 2017-2018;29451;6;Reading;226;76;;12
Spring 2017-2018;29461;6;Language;210;35;;12
Spring 2017-2018;29461;6;Mathematics;223;44;;12
Spring 2017-2018;29461;6;Reading;210;35;;12
Spring 2017-2018;29471;2;Mathematics;203;79;;
Spring 2017-2018;29471;2;Reading;192;59;;
Spring 2017-2018;29491;6;Language;216;52;;12
Spring 2017-2018;29491;6;Mathematics;214;25;;12
Spring 2017-2018;29491;6;Reading;215;48;;12
Spring 2017-2018;29511;4;Mathematics;217;59;;10
Spring 2017-2018;29511;4;Reading;205;48;;10
Spring 2017-2018;29551;4;Mathematics;202;22;;10
Spring 2017-2018;29551;4;Reading;202;40;;10
Spring 2017-2018;29591;6;Language;212;40;;12
Spring 2017-2018;29591;6;Mathematics;213;23;;12
Spring 2017-2018;29591;6;Reading;200;14;;12
Spring 2017-2018;29661;4;Mathematics;220;67;;10
Spring 2017-2018;29762;7;Language;227;75;;
Spring 2017-2018;29762;7;Mathematics;234;62;;
Spring 2017-2018;29762;7;Reading;236;88;;
Spring 2017-2018;29821;7;Language;228;78;;
Spring 2017-2018;29821;7;Mathematics;247;85;;
Spring 2017-2018;29821;7;Reading;223;63;;
Spring 2017-2018;29822;4;Mathematics;231;88;;10
Spring 2017-2018;29822;4;Reading;219;81;;10
Spring 2017-2018;29841;7;Language;229;80;;
Spring 2017-2018;29841;7;Mathematics;242;78;;
Spring 2017-2018;29841;7;Reading;234;85;;
Spring 2017-2018;29872;6;Language;213;43;;
Spring 2017-2018;29872;6;Mathematics;228;56;;
Spring 2017-2018;29872;6;Reading;221;64;;
Spring 2017-2018;29911;4;Mathematics;218;62;;10
Spring 2017-2018;29911;4;Reading;198;30;;10
Spring 2017-2018;29912;2;Mathematics;191;47;;8
Spring 2017-2018;29912;2;Reading;151;1;;8
Spring 2017-2018;30022;2;Mathematics;202;77;;8
Spring 2017-2018;30022;2;Reading;189;51;;8
Spring 2017-2018;30071;4;Mathematics;213;49;;10
Spring 2017-2018;30071;4;Reading;195;23;;10
Spring 2017-2018;30091;4;Mathematics;214;51;;10
Spring 2017-2018;30101;4;Mathematics;213;49;;10
Spring 2017-2018;30101;4;Reading;198;30;;10
Spring 2017-2018;30181;6;Language;208;29;;12
Spring 2017-2018;30181;6;Mathematics;207;14;;12
Spring 2017-2018;30181;6;Reading;203;19;;12
Spring 2017-2018;30201;7;Language;229;80;;
Spring 2017-2018;30201;7;Mathematics;229;51;;
Spring 2017-2018;30201;7;Reading;217;47;;
Spring 2017-2018;30221;4;Mathematics;208;36;;10
Spring 2017-2018;30221;4;Reading;212;66;;10
Spring 2017-2018;30311;4;Mathematics;215;54;;10
Spring 2017-2018;30311;4;Reading;206;50;;10
Spring 2017-2018;30361;4;Mathematics;197;14;;10
Spring 2017-2018;30371;4;Mathematics;218;62;;10
Spring 2017-2018;30381;4;Mathematics;214;51;;
Spring 2017-2018;30461;4;Mathematics;203;24;;10
Spring 2017-2018;30481;2;Mathematics;199;69;;8
Spring 2017-2018;30481;2;Reading;181;31;;8
Spring 2017-2018;30531;4;Mathematics;205;29;;10
Spring 2017-2018;30541;4;Mathematics;210;41;;10
Spring 2017-2018;30541;4;Reading;196;25;;10
Spring 2017-2018;30571;4;Mathematics;224;76;;10
Spring 2017-2018;30571;4;Reading;227;92;;10
Spring 2017-2018;30591;6;Language;208;29;;11
Spring 2017-2018;30591;6;Mathematics;212;21;;11
Spring 2017-2018;30591;6;Reading;217;53;;11
Spring 2017-2018;30632;8;Language;229;76;;
Spring 2017-2018;30632;8;Mathematics;252;86;;
Spring 2017-2018;30632;8;Reading;242;92;;
Spring 2017-2018;30761;2;Mathematics;197;64;;8
Spring 2017-2018;30761;2;Reading;192;59;;8
Spring 2017-2018;30771;4;Mathematics;219;64;;10
Spring 2017-2018;30771;4;Reading;212;66;;10
Spring 2017-2018;30781;2;Mathematics;198;67;;8
Spring 2017-2018;30781;2;Reading;198;73;;8
Spring 2017-2018;30812;4;Mathematics;217;59;;10
Spring 2017-2018;30871;7;Language;226;73;;
Spring 2017-2018;30871;7;Mathematics;232;58;;
Spring 2017-2018;30871;7;Reading;228;74;;
Spring 2017-2018;30872;2;Mathematics;199;69;;
Spring 2017-2018;30872;2;Reading;181;31;;
Spring 2017-2018;30891;2;Mathematics;177;13;;8
Spring 2017-2018;30891;2;Reading;172;14;;8
Spring 2017-2018;30901;4;Mathematics;210;41;;10
Spring 2017-2018;30931;4;Mathematics;224;76;;10
Spring 2017-2018;30931;4;Reading;206;50;;10
Spring 2017-2018;30951;4;Mathematics;205;29;;10
Spring 2017-2018;30951;4;Reading;202;40;;10
Spring 2017-2018;30961;2;Mathematics;181;21;;8
Spring 2017-2018;30961;2;Reading;165;6;;8
Spring 2017-2018;30971;4;Mathematics;220;67;;10
Spring 2017-2018;30971;4;Reading;211;63;;10
Spring 2017-2018;30972;2;Mathematics;201;74;;8
Spring 2017-2018;30972;2;Reading;182;33;;8
Spring 2017-2018;31001;2;Mathematics;211;92;;8
Spring 2017-2018;31001;2;Reading;181;31;;8
Spring 2017-2018;31071;4;Mathematics;205;29;;10
Spring 2017-2018;31081;4;Mathematics;215;54;;
Spring 2017-2018;31081;4;Reading;214;71;;
Spring 2017-2018;31091;4;Mathematics;224;76;;10
Spring 2017-2018;31091;4;Reading;209;58;;10
Spring 2017-2018;31092;2;Mathematics;209;89;;8
Spring 2017-2018;31092;2;Reading;168;9;;8
Spring 2017-2018;31111;4;Mathematics;226;80;;10
Spring 2017-2018;31131;4;Mathematics;210;41;;10
Spring 2017-2018;31131;4;Reading;204;45;;10
Spring 2017-2018;31132;2;Mathematics;197;64;;8
Spring 2017-2018;31132;2;Reading;177;22;;8
Spring 2017-2018;31141;4;Mathematics;212;46;;10
Spring 2017-2018;31141;4;Reading;197;27;;10
Spring 2017-2018;31142;2;Mathematics;192;50;;8
Spring 2017-2018;31142;2;Reading;184;38;;8
Spring 2017-2018;31161;6;Language;211;37;;
Spring 2017-2018;31161;6;Mathematics;215;27;;
Spring 2017-2018;31161;6;Reading;206;25;;
Spring 2017-2018;31171;8;Language;224;64;;
Spring 2017-2018;31171;8;Mathematics;219;27;;
Spring 2017-2018;31171;8;Reading;214;35;;
Spring 2017-2018;31191;4;Mathematics;206;31;;10
Spring 2017-2018;31192;2;Mathematics;193;53;;8
Spring 2017-2018;31192;2;Reading;171;12;;8
Spring 2017-2018;31211;7;Language;229;80;;
Spring 2017-2018;31211;7;Mathematics;231;55;;
Spring 2017-2018;31211;7;Reading;240;93;;
Spring 2017-2018;31212;6;Language;234;92;;12
Spring 2017-2018;31212;6;Mathematics;238;78;;12
Spring 2017-2018;31212;6;Reading;221;64;;12
Spring 2017-2018;31213;2;Mathematics;218;97;;8
Spring 2017-2018;31213;2;Reading;189;51;;8
Spring 2017-2018;31231;6;Language;218;58;;
Spring 2017-2018;31231;6;Mathematics;218;33;;
Spring 2017-2018;31231;6;Reading;225;74;;
Spring 2017-2018;31241;2;Mathematics;213;94;;8
Spring 2017-2018;31241;2;Reading;175;18;;8
Spring 2017-2018;31281;4;Mathematics;212;46;;10
Spring 2017-2018;31281;4;Reading;196;25;;10
Spring 2017-2018;31311;4;Mathematics;202;22;;10
Spring 2017-2018;31311;4;Reading;192;18;;10
Spring 2017-2018;31331;4;Mathematics;215;54;;10
Spring 2017-2018;31353;6;Language;227;81;;12
Spring 2017-2018;31353;6;Mathematics;224;47;;12
Spring 2017-2018;31353;6;Reading;216;51;;12
Spring 2017-2018;31354;6;Language;227;81;;12
Spring 2017-2018;31354;6;Mathematics;228;56;;12
Spring 2017-2018;31354;6;Reading;218;56;;12
Spring 2017-2018;31371;4;Mathematics;204;26;;10
Spring 2017-2018;31371;4;Reading;219;81;;10
Spring 2017-2018;31372;2;Mathematics;186;33;;8
Spring 2017-2018;31372;2;Reading;190;53;;8
Spring 2017-2018;31401;4;Mathematics;221;69;;10
Spring 2017-2018;31421;4;Mathematics;208;36;;10
Spring 2017-2018;31441;2;Mathematics;184;28;;8
Spring 2017-2018;31441;2;Reading;169;10;;8
Spring 2017-2018;31461;2;Mathematics;187;35;;8
Spring 2017-2018;31461;2;Reading;186;43;;8
Spring 2017-2018;31491;2;Mathematics;197;64;;8
Spring 2017-2018;31491;2;Reading;181;31;;8
Spring 2017-2018;31492;2;Mathematics;193;53;;8
Spring 2017-2018;31492;2;Reading;182;33;;8
Spring 2017-2018;31511;4;Mathematics;214;51;;10
Spring 2017-2018;31511;4;Reading;207;53;;10
Spring 2017-2018;31521;4;Mathematics;207;33;;10
Spring 2017-2018;31522;2;Mathematics;208;88;;8
Spring 2017-2018;31522;2;Reading;200;77;;8
Spring 2017-2018;31571;2;Mathematics;188;38;;8
Spring 2017-2018;31571;2;Reading;166;7;;8
Spring 2017-2018;31582;2;Mathematics;213;94;;8
Spring 2017-2018;31582;2;Reading;193;61;;8
Spring 2017-2018;31602;2;Mathematics;225;99;;
Spring 2017-2018;31602;2;Reading;174;17;;
Spring 2017-2018;31611;2;Mathematics;183;25;;8
Spring 2017-2018;31611;2;Reading;184;38;;8
Spring 2017-2018;31641;2;Mathematics;215;95;;8
Spring 2017-2018;31641;2;Reading;184;38;;8
Spring 2017-2018;31742;4;Mathematics;222;72;;10
Spring 2017-2018;31742;4;Reading;207;53;;10
Spring 2017-2018;31872;7;Language;222;63;;
Spring 2017-2018;31872;7;Mathematics;231;55;;
Spring 2017-2018;31872;7;Reading;221;57;;
Spring 2017-2018;31901;7;Language;219;54;;
Spring 2017-2018;31901;7;Mathematics;230;53;;
Spring 2017-2018;31901;7;Reading;228;74;;
Spring 2017-2018;31941;7;Language;218;51;;
Spring 2017-2018;31941;7;Mathematics;230;53;;
Spring 2017-2018;31941;7;Reading;225;67;;
Spring 2017-2018;31961;4;Mathematics;203;24;;
Spring 2017-2018;31961;4;Reading;188;12;;
Spring 2017-2018;31991;2;Mathematics;190;44;;8
Spring 2017-2018;31991;2;Reading;189;51;;8
Spring 2017-2018;32031;4;Mathematics;203;24;;
Spring 2017-2018;32031;4;Reading;196;25;;
Spring 2017-2018;32041;2;Mathematics;188;38;;8
Spring 2017-2018;32041;2;Reading;173;15;;8
Spring 2017-2018;32111;2;Mathematics;216;96;;8
Spring 2017-2018;32111;2;Reading;188;48;;8
Spring 2017-2018;32272;2;Mathematics;196;61;;7
Spring 2017-2018;32272;2;Reading;174;17;;7
Spring 2017-2018;32341;2;Mathematics;213;94;;8
Spring 2017-2018;32341;2;Reading;200;77;;8
Spring 2017-2018;32361;4;Mathematics;214;51;;
Spring 2017-2018;32362;2;Mathematics;188;38;;
Spring 2017-2018;32362;2;Reading;166;7;;
Spring 2017-2018;32391;2;Mathematics;187;35;;8
Spring 2017-2018;32391;2;Reading;178;24;;8
Spring 2017-2018;32451;2;Mathematics;180;19;;8
Spring 2017-2018;32491;2;Mathematics;211;92;;8
Spring 2017-2018;32491;2;Reading;196;68;;8
Spring 2017-2018;32541;2;Reading;158;2;;8
Spring 2017-2018;32581;7;Language;211;31;;
Spring 2017-2018;32581;7;Mathematics;236;66;;
Spring 2017-2018;32581;7;Reading;215;42;;
Spring 2017-2018;32632;2;Mathematics;212;93;;8
Spring 2017-2018;32632;2;Reading;186;43;;8
Spring 2017-2018;32651;4;Mathematics;211;43;;10
Spring 2017-2018;32651;4;Reading;210;61;;10
Spring 2017-2018;32671;2;Reading;173;15;;8
Spring 2017-2018;32701;2;Mathematics;202;77;;
Spring 2017-2018;32701;2;Reading;180;28;;
Spring 2017-2018;32731;2;Mathematics;223;99;;8
Spring 2017-2018;32731;2;Reading;200;77;;8
Spring 2017-2018;32751;2;Mathematics;210;90;;
Spring 2017-2018;32751;2;Reading;196;68;;
Spring 2017-2018;32762;2;Mathematics;191;47;;8
Spring 2017-2018;32762;2;Reading;175;19;;8
Spring 2017-2018;32791;7;Language;217;48;;
Spring 2017-2018;32791;7;Mathematics;232;58;;
Spring 2017-2018;32791;7;Reading;211;32;;
Spring 2017-2018;32792;4;Mathematics;218;62;;10
Spring 2017-2018;32792;4;Reading;200;35;;10
Spring 2017-2018;32831;6;Language;210;35;;12
Spring 2017-2018;32831;6;Mathematics;218;33;;12
Spring 2017-2018;32831;6;Reading;211;37;;12
Spring 2017-2018;32851;4;Mathematics;209;38;;10
Spring 2017-2018;32851;4;Reading;203;42;;10
Spring 2017-2018;32881;7;Language;236;91;;
Spring 2017-2018;32881;7;Mathematics;245;82;;
Spring 2017-2018;32881;7;Reading;242;94;;
Spring 2017-2018;32893;7;Language;228;78;;
Spring 2017-2018;32893;7;Mathematics;239;72;;
Spring 2017-2018;32893;7;Reading;224;65;;
Spring 2017-2018;32911;2;Mathematics;175;10;;8
Spring 2017-2018;32911;2;Reading;162;4;;8
Spring 2017-2018;32941;2;Mathematics;191;47;;8
Spring 2017-2018;32951;2;Mathematics;227;99;;8
Spring 2017-2018;32951;2;Reading;208;90;;8
Spring 2017-2018;32971;2;Mathematics;214;95;;8
Spring 2017-2018;32971;2;Reading;188;48;;8
Spring 2017-2018;32991;2;Mathematics;212;93;;
Spring 2017-2018;32991;2;Reading;193;61;;
Spring 2017-2018;33031;2;Mathematics;214;95;;8
Spring 2017-2018;33031;2;Reading;176;20;;8
Spring 2017-2018;33051;2;Mathematics;219;98;;8
Spring 2017-2018;33051;2;Reading;191;56;;8
Spring 2017-2018;33071;2;Mathematics;206;85;;
Spring 2017-2018;33071;2;Reading;179;26;;
Spring 2017-2018;33121;2;Mathematics;209;89;;
Spring 2017-2018;33121;2;Reading;177;22;;
Spring 2017-2018;33141;2;Mathematics;208;88;;8
Spring 2017-2018;33141;2;Reading;176;20;;8
Spring 2017-2018;33151;2;Mathematics;180;19;;
Spring 2017-2018;33151;2;Reading;172;14;;
Spring 2017-2018;33161;2;Mathematics;183;25;;
Spring 2017-2018;33161;2;Reading;182;33;;
Spring 2017-2018;33201;2;Mathematics;177;13;;8
Spring 2017-2018;33201;2;Reading;142;1;;8
Spring 2017-2018;33221;2;Mathematics;213;94;;8
Spring 2017-2018;33221;2;Reading;207;89;;8
Spring 2017-2018;33251;2;Mathematics;193;53;;
Spring 2017-2018;33281;2;Mathematics;211;92;;8
Spring 2017-2018;33281;2;Reading;202;81;;8
Spring 2017-2018;33332;6;Language;227;81;;
Spring 2017-2018;33332;6;Mathematics;225;49;;
Spring 2017-2018;33332;6;Reading;219;59;;
Spring 2017-2018;33341;2;Reading;164;5;;8
Spring 2017-2018;33361;2;Mathematics;216;96;;8
Spring 2017-2018;33361;2;Reading;196;68;;8
Spring 2017-2018;33381;2;Mathematics;182;23;;8
Spring 2017-2018;33381;2;Reading;170;11;;8
Spring 2017-2018;33401;2;Mathematics;185;30;;
Spring 2017-2018;33401;2;Reading;172;14;;
Spring 2017-2018;33421;2;Mathematics;188;38;;8
Spring 2017-2018;33421;2;Reading;184;38;;8
Spring 2017-2018;33511;2;Mathematics;178;15;;8
Spring 2017-2018;33511;2;Reading;172;14;;8
Spring 2017-2018;33521;2;Mathematics;195;58;;8
Spring 2017-2018;33521;2;Reading;186;43;;8
Spring 2017-2018;33531;2;Mathematics;203;79;;8
Spring 2017-2018;33531;2;Reading;191;56;;8
Spring 2017-2018;33541;2;Mathematics;183;25;;8
Spring 2017-2018;33541;2;Reading;180;28;;8
Spring 2017-2018;33601;2;Mathematics;198;67;;8
Spring 2017-2018;33601;2;Reading;176;20;;8
Spring 2017-2018;33631;2;Mathematics;182;23;;8
Spring 2017-2018;33631;2;Reading;172;14;;8
Spring 2017-2018;33632;2;Mathematics;219;98;;8
Spring 2017-2018;33632;2;Reading;184;38;;8
Spring 2017-2018;33751;7;Language;219;54;;
Spring 2017-2018;33751;7;Mathematics;222;35;;
Spring 2017-2018;33751;7;Reading;225;67;;
Spring 2017-2018;33791;8;Language;225;66;;
Spring 2017-2018;33791;8;Mathematics;235;58;;
Spring 2017-2018;33791;8;Reading;226;65;;
Spring 2017-2018;33792;2;Mathematics;209;89;;8
Spring 2017-2018;33792;2;Reading;175;18;;8
Spring 2017-2018;33801;6;Language;227;81;;12
Spring 2017-2018;33801;6;Mathematics;237;76;;12
Spring 2017-2018;33801;6;Reading;235;91;;12
