Year;Grade Level;Student Number;Finalgradename;Grade;Course Name;Section number
2023-2024;10;36351;Y1;2.6;ESPAÑOL 9;E
2023-2024;10;36351;Y1;3.0;ENGLISH 9;C
2023-2024;10;36351;Y1;P;RELIGION;A
2023-2024;10;36351;Y1;3.3;Educación Física 9;D4
2023-2024;10;36351;Y1;3.9;BAND INTERMEDIATE 9;H2
2023-2024;10;36611;Y1;3.2;ICT;B1
2023-2024;10;36611;Y1;3.3;WORLD HISTORY 9;F
2023-2024;10;36611;Y1;P;ETHICS;A
2023-2024;10;36611;Y1;2.6;INTEGRATED MATH 2 HONORS;C
2023-2024;10;36611;Y1;3.1;Estudios de Colombia y América Latina 1;H
2023-2024;10;36611;Y1;3.4;BIOLOGY 9;A
2023-2024;10;36611;Y1;2.6;ESPAÑOL 9;E
2023-2024;10;36611;Y1;3.1;ENGLISH 9;G
2023-2024;10;36611;Y1;P;RELIGION;A
2023-2024;10;36611;Y1;3.3;Educación Física 9;D4
2023-2024;10;36611;Y1;3.7;ART 9;B2
2023-2024;10;36681;Y1;2.9;ICT;B2
2023-2024;10;36681;Y1;2.8;WORLD HISTORY 9;H
2023-2024;10;36681;Y1;P;ETHICS;A
2023-2024;10;36681;Y1;3.1;INTEGRATED MATH 2 HONORS;C
2023-2024;10;36681;Y1;3.2;Estudios de Colombia y América Latina 1;A
2023-2024;10;36681;Y1;3.0;BIOLOGY 9;G
2023-2024;10;36681;Y1;3.2;ESPAÑOL 9;E
2023-2024;10;36681;Y1;3.1;ENGLISH 9;F
2023-2024;10;36681;Y1;P;RELIGION;A
2023-2024;10;36681;Y1;3.4;Educación Física 9;D4
2023-2024;10;36681;Y1;3.0;ART 9;B1
2023-2024;10;37491;Y1;4.0;ICT;G2
2023-2024;10;37491;Y1;4.0;WORLD HISTORY 9;B
2023-2024;10;37491;Y1;P;ETHICS;A
2023-2024;10;37491;Y1;4.0;MODEL UNITED NATIONS 9th;G1
2023-2024;10;37491;Y1;3.6;INTEGRATED MATH 2;A
2023-2024;10;37491;Y1;3.7;Estudios de Colombia y América Latina 1;H
2023-2024;10;37491;Y1;3.8;BIOLOGY 9 HONORS;F
2023-2024;10;37491;Y1;3.7;ESPAÑOL 9;C
2023-2024;10;37491;Y1;3.8;ENGLISH 9;E
2023-2024;10;37491;Y1;P;RELIGION;A
2023-2024;10;37491;Y1;3.4;Educación Física 9;D2
2023-2024;10;38072;Y1;2.4;ICT;G2
2023-2024;10;38072;Y1;2.6;WORLD HISTORY 9;A
2023-2024;10;38072;Y1;P;ETHICS;A
2023-2024;10;38072;Y1;4.0;MODEL UNITED NATIONS 9th;G1
2023-2024;10;38072;Y1;2.3;INTEGRATED MATH 2 HONORS;C
2023-2024;10;38072;Y1;2.3;Estudios de Colombia y América Latina 1;H
2023-2024;10;38072;Y1;2.5;BIOLOGY 9;E
2023-2024;10;38072;Y1;1.6;ESPAÑOL 9;B
2023-2024;10;38072;Y1;2.5;ENGLISH 9;F
2023-2024;10;38072;Y1;P;RELIGION;A
2023-2024;10;38072;Y1;3.3;Educación Física 9;D3
2023-2024;10;38572;Y1;2.5;ICT;G1
2023-2024;10;38572;Y1;3.5;WORLD HISTORY 9;A
2023-2024;10;38572;Y1;3.9;MUSICAL THEATRE 9th;G2
2023-2024;10;38572;Y1;P;ETHICS;A
2023-2024;10;38572;Y1;2.6;INTEGRATED MATH 2;F
2023-2024;10;38572;Y1;3.3;Estudios de Colombia y América Latina 1;B
2023-2024;10;38572;Y1;3.1;BIOLOGY 9;E
2023-2024;10;38572;Y1;3.7;ESPAÑOL 9;H
2023-2024;10;38572;Y1;3.3;ENGLISH 9;C
2023-2024;10;38572;Y1;P;RELIGION;A
2023-2024;10;38572;Y1;3.3;Educación Física 9;D5
2023-2024;10;40191;Y1;3.6;ICT;B2
2023-2024;10;40191;Y1;3.8;WORLD HISTORY 9;F
2023-2024;10;40191;Y1;P;ETHICS;A
2023-2024;10;40191;Y1;3.5;INTEGRATED MATH 2;E
2023-2024;10;40191;Y1;3.4;Estudios de Colombia y América Latina 1;H
2023-2024;10;40191;Y1;3.5;BIOLOGY 9;G
2023-2024;10;40191;Y1;3.0;ESPAÑOL 9;C
2023-2024;10;40191;Y1;3.6;ENGLISH 9 HNRS;A
2023-2024;10;40191;Y1;3.9;GLOBAL ISSUES NETWORK 9;B1
2023-2024;10;40191;Y1;P;RELIGION;A
2023-2024;10;40191;Y1;3.3;Educación Física 9;D4
2023-2024;10;40591;Y1;3.7;ICT;B2
2023-2024;10;40591;Y1;4.0;WORLD HISTORY 9;H
2023-2024;10;40591;Y1;P;ETHICS;A
2023-2024;10;40591;Y1;3.7;INTEGRATED MATH 2 HONORS;C
2023-2024;10;40591;Y1;3.7;Estudios de Colombia y América Latina 1;F
2023-2024;10;40591;Y1;3.7;BIOLOGY 9;G
2023-2024;10;40591;Y1;3.8;ESPAÑOL 9;E
2023-2024;10;40591;Y1;3.9;ENGLISH 9 HNRS;A
2023-2024;10;40591;Y1;3.9;GLOBAL ISSUES NETWORK 9;B1
2023-2024;10;40591;Y1;P;RELIGION;A
2023-2024;10;40591;Y1;3.5;Educación Física 9;D1
2023-2024;11;18712;Y1;3.3;Art 10;C
2023-2024;11;18712;Y1;2.6;WORLD HISTORY 10;D
2023-2024;11;18712;Y1;3.1;INTEGRATED MATH 3;H
2023-2024;11;18712;Y1;2.4;Estudios de Colombia y América Latina 2;F
2023-2024;11;18712;Y1;2.4;CHEMISTRY 1;E
2023-2024;11;18712;Y1;2.4;ESPAÑOL 10;A
2023-2024;11;18712;Y1;2.3;ENGLISH 10;B
2023-2024;11;18712;Y1;P;RELIGION;A
2023-2024;11;18712;Y1;P;ETHICS;A
2023-2024;11;18712;Y1;3.2;Educación Física 10;G3
2023-2024;11;21042;Y1;3.0;Educación Física 10;G5
2023-2024;11;21042;Y1;4.0;MUSICAL THEATRE 10-11;C
2023-2024;11;21042;Y1;2.4;WORLD HISTORY 10;H
2023-2024;11;21042;Y1;2.5;INTEGRATED MATH 3;F
2023-2024;11;21042;Y1;3.0;Estudios de Colombia y América Latina 2;D
2023-2024;11;21042;Y1;2.7;CHEMISTRY 1;B
2023-2024;11;21042;Y1;3.1;ESPAÑOL 10;A
2023-2024;11;21042;Y1;3.3;ENGLISH 10;E
2023-2024;11;21042;Y1;P;RELIGION;A
2023-2024;11;21042;Y1;P;ETHICS;A
2023-2024;11;21834;Y1;3.2;Art 10;C
2023-2024;11;21834;Y1;2.7;WORLD HISTORY 10;F
2023-2024;11;21834;Y1;3.4;INTEGRATED MATH 3;H
2023-2024;11;21834;Y1;3.0;Estudios de Colombia y América Latina 2;D
2023-2024;11;21834;Y1;2.9;CHEMISTRY 1;A
2023-2024;11;21834;Y1;2.2;ESPAÑOL 10;E
2023-2024;11;21834;Y1;3.0;ENGLISH 10;B
2023-2024;11;21834;Y1;P;RELIGION;A
2023-2024;11;21834;Y1;P;ETHICS;A
2023-2024;11;21834;Y1;2.9;Educación Física 10;G3
2023-2024;11;23063;Y1;3.1;Educación Física 10;G5
2023-2024;11;23063;Y1;2.4;WORLD HISTORY 10;D
2023-2024;11;23063;Y1;2.1;INTEGRATED MATH 3;F
2023-2024;11;23063;Y1;2.9;Study Skills HS;C
2023-2024;11;23063;Y1;3.0;Estudios de Colombia y América Latina 2;B
2023-2024;11;23063;Y1;2.0;CHEMISTRY 1;H
2023-2024;11;23063;Y1;2.4;ESPAÑOL 10;A
2023-2024;11;23063;Y1;2.9;ENGLISH 10;E
2023-2024;11;23063;Y1;P;RELIGION;A
2023-2024;11;23063;Y1;P;ETHICS;A
2023-2024;11;24502;Y1;3.4;Educación Física 10;G3
2023-2024;11;24502;Y1;3.4;WORLD HISTORY HONORS 10;B
2023-2024;11;24502;Y1;3.5;INTEGRATED MATH 3;H
2023-2024;11;24502;Y1;4.0;MODEL UNITED NATIONS 10th;C
2023-2024;11;24502;Y1;3.4;Estudios de Colombia y América Latina 2;A
2023-2024;11;24502;Y1;2.9;CHEMISTRY 1;D
2023-2024;11;24502;Y1;2.9;ESPAÑOL 10;E
2023-2024;11;24502;Y1;3.8;ENGLISH 10 HONORS;F
2023-2024;11;24502;Y1;P;RELIGION;A
2023-2024;11;24502;Y1;P;ETHICS;A
2023-2024;11;24682;Y1;1.9;Arte 11;D
2023-2024;11;24682;Y1;2.5;US AND WORLD HISTORY;A
2023-2024;11;24682;Y1;3.4;GLOBAL ISSUES NETWORK 11/12;F
2023-2024;11;24682;Y1;3.0;PHYSICS 1;C
2023-2024;11;24682;Y1;2.2;PRE-CALCULUS - TRIGONOMETRY 11;B
2023-2024;11;24682;Y1;1.8;ESPAÑOL 11;H
2023-2024;11;24682;Y1;2.3;ENGLISH 11;G
2023-2024;11;24682;Y1;P;RELIGION;A
2023-2024;11;24682;Y1;2.0;Filosofia - Etica 2;E
2023-2024;11;24722;Y1;3.1;Educación Física 10;G5
2023-2024;11;24722;Y1;3.4;WORLD HISTORY HONORS 10;B
2023-2024;11;24722;Y1;3.8;INTEGRATED MATH 3 HONORS;D
2023-2024;11;24722;Y1;3.5;Estudios de Colombia y América Latina 2;A
2023-2024;11;24722;Y1;3.2;CHEMISTRY 1;E
2023-2024;11;24722;Y1;3.0;ESPAÑOL 10;F
2023-2024;11;24722;Y1;3.7;ENGLISH 10;H
2023-2024;11;24722;Y1;3.9;GLOBAL ISSUES NETWORK 10;C
2023-2024;11;24722;Y1;P;RELIGION;A
2023-2024;11;24722;Y1;P;ETHICS;A
2023-2024;11;24942;Y1;2.7;Educación Física 10;G1
2023-2024;11;24942;Y1;2.2;WORLD HISTORY 10;E
2023-2024;11;24942;Y1;2.7;INTEGRATED MATH 3;F
2023-2024;11;24942;Y1;3.0;MODEL UNITED NATIONS 10th;C
2023-2024;11;24942;Y1;2.9;Estudios de Colombia y América Latina 2;D
2023-2024;11;24942;Y1;2.0;CHEMISTRY 1;A
2023-2024;11;24942;Y1;2.2;ESPAÑOL 10;B
2023-2024;11;24942;Y1;2.8;ENGLISH 10;H
2023-2024;11;24942;Y1;P;RELIGION;A
2023-2024;11;24942;Y1;P;ETHICS;A
2023-2024;11;24952;Y1;3.1;Art 10;C
2023-2024;11;24952;Y1;1.6;WORLD HISTORY 10;F
2023-2024;11;24952;Y1;2.9;INTEGRATED MATH 3 HONORS;D
2023-2024;11;24952;Y1;2.6;Estudios de Colombia y América Latina 2;A
2023-2024;11;24952;Y1;2.7;CHEMISTRY 1;E
2023-2024;11;24952;Y1;2.4;ESPAÑOL 10;B
2023-2024;11;24952;Y1;2.6;ENGLISH 10;H
2023-2024;11;24952;Y1;P;RELIGION;A
2023-2024;11;24952;Y1;P;ETHICS;A
2023-2024;11;24952;Y1;2.2;Educación Física 10;G5
2023-2024;11;24992;Y1;2.7;Educación Física 10;G1
2023-2024;11;24992;Y1;3.7;MUSICAL THEATRE 10-11;C
2023-2024;11;24992;Y1;2.8;WORLD HISTORY 10;F
2023-2024;11;24992;Y1;2.5;INTEGRATED MATH 3;A
2023-2024;11;24992;Y1;3.2;Estudios de Colombia y América Latina 2;H
2023-2024;11;24992;Y1;2.4;CHEMISTRY 1;E
2023-2024;11;24992;Y1;2.3;ESPAÑOL 10;D
2023-2024;11;24992;Y1;2.8;ENGLISH 10;B
2023-2024;11;24992;Y1;P;RELIGION;A
2023-2024;11;24992;Y1;P;ETHICS;A
2023-2024;11;25632;Y1;3.3;Educación Física 10;G5
2023-2024;11;25632;Y1;3.5;WORLD HISTORY HONORS 10;B
2023-2024;11;25632;Y1;3.3;INTEGRATED MATH 3 HONORS;D
2023-2024;11;25632;Y1;3.7;INTEGRATED MATH WORKSHOP 10;C
2023-2024;11;25632;Y1;3.5;Estudios de Colombia y América Latina 2;A
2023-2024;11;25632;Y1;3.2;CHEMISTRY 1;H
2023-2024;11;25632;Y1;3.3;ESPAÑOL 10;F
2023-2024;11;25632;Y1;3.6;ENGLISH 10;E
2023-2024;11;25632;Y1;P;RELIGION;A
2023-2024;11;25632;Y1;P;ETHICS;A
2023-2024;11;27552;Y1;3.7;Educación Física 10;G3
2023-2024;11;27552;Y1;3.5;WORLD HISTORY 10;H
2023-2024;11;27552;Y1;3.3;INTEGRATED MATH 3 HONORS;D
2023-2024;11;27552;Y1;4.0;MODEL UNITED NATIONS 10th;C
2023-2024;11;27552;Y1;3.8;Estudios de Colombia y América Latina 2;A
2023-2024;11;27552;Y1;3.4;CHEMISTRY 1;B
2023-2024;11;27552;Y1;3.2;ESPAÑOL 10;E
2023-2024;11;27552;Y1;3.8;ENGLISH 10 HONORS;F
2023-2024;11;27552;Y1;P;RELIGION;A
2023-2024;11;27552;Y1;P;ETHICS;A
2023-2024;11;27662;Y1;2.5;Educación Física 10;G2
2023-2024;11;27662;Y1;2.5;WORLD HISTORY 10;E
2023-2024;11;27662;Y1;2.5;INTEGRATED MATH 3;H
2023-2024;11;27662;Y1;3.0;MODEL UNITED NATIONS 10th;C
2023-2024;11;27662;Y1;2.8;Estudios de Colombia y América Latina 2;F
2023-2024;11;27662;Y1;2.4;CHEMISTRY 1;D
2023-2024;11;27662;Y1;2.3;ESPAÑOL 10;B
2023-2024;11;27662;Y1;2.8;ENGLISH 10;A
2023-2024;11;27662;Y1;P;RELIGION;A
2023-2024;11;27662;Y1;P;ETHICS;A
2023-2024;11;27672;Y1;3.7;Art 10;C
2023-2024;11;27672;Y1;2.7;WORLD HISTORY 10;D
2023-2024;11;27672;Y1;2.4;INTEGRATED MATH 3;F
2023-2024;11;27672;Y1;2.9;Estudios de Colombia y América Latina 2;H
2023-2024;11;27672;Y1;2.5;CHEMISTRY 1;B
2023-2024;11;27672;Y1;2.2;ESPAÑOL 10;A
2023-2024;11;27672;Y1;2.9;ENGLISH 10;E
2023-2024;11;27672;Y1;P;RELIGION;A
2023-2024;11;27672;Y1;P;ETHICS;A
2023-2024;11;27672;Y1;2.4;Educación Física 10;G3
2023-2024;11;28172;Y1;3.2;Educación Física 10;G2
2023-2024;11;28172;Y1;2.3;WORLD HISTORY 10;D
2023-2024;11;28172;Y1;3.2;INTEGRATED MATH 3;E
2023-2024;11;28172;Y1;2.8;INTEGRATED MATH WORKSHOP 10;C
2023-2024;11;28172;Y1;3.1;Estudios de Colombia y América Latina 2;B
2023-2024;11;28172;Y1;2.5;CHEMISTRY 1;A
2023-2024;11;28172;Y1;2.2;ESPAÑOL 10;F
2023-2024;11;28172;Y1;2.9;ENGLISH 10;H
2023-2024;11;28172;Y1;P;RELIGION;A
2023-2024;11;28172;Y1;P;ETHICS;A
2023-2024;11;28181;Y1;3.3;Educación Física 10;G3
2023-2024;11;28181;Y1;2.3;WORLD HISTORY 10;D
2023-2024;11;28181;Y1;3.3;INTEGRATED MATH 3;H
2023-2024;11;28181;Y1;3.6;INTEGRATED MATH WORKSHOP 10;C
2023-2024;11;28181;Y1;2.8;Estudios de Colombia y América Latina 2;A
2023-2024;11;28181;Y1;2.4;CHEMISTRY 1;E
2023-2024;11;28181;Y1;2.2;ESPAÑOL 10;F
2023-2024;11;28181;Y1;2.8;ENGLISH 10;B
2023-2024;11;28181;Y1;P;RELIGION;A
2023-2024;11;28181;Y1;P;ETHICS;A
2023-2024;11;28391;Y1;2.8;Educación Física 10;G2
2023-2024;11;28391;Y1;2.3;WORLD HISTORY 10;D
2023-2024;11;28391;Y1;2.6;INTEGRATED MATH 3;H
2023-2024;11;28391;Y1;2.2;Estudios de Colombia y América Latina 2;F
2023-2024;11;28391;Y1;1.8;CHEMISTRY 1;B
2023-2024;11;28391;Y1;2.1;ESPAÑOL 10;A
2023-2024;11;28391;Y1;2.1;ESPAÑOL 9;C
2023-2024;11;28391;Y1;2.4;ENGLISH 10;E
2023-2024;11;28391;Y1;P;RELIGION;A
2023-2024;11;28391;Y1;P;ETHICS;A
2023-2024;11;28422;Y1;3.2;Educación Física 10;G5
2023-2024;11;28422;Y1;2.8;WORLD HISTORY 10;E
2023-2024;11;28422;Y1;3.2;INTEGRATED MATH 3;H
2023-2024;11;28422;Y1;2.9;Estudios de Colombia y América Latina 2;A
2023-2024;11;28422;Y1;2.5;CHEMISTRY 1;D
2023-2024;11;28422;Y1;2.7;ESPAÑOL 10;B
2023-2024;11;28422;Y1;2.8;ENGLISH 10 HONORS;F
2023-2024;11;28422;Y1;3.5;GLOBAL ISSUES NETWORK 10;C
2023-2024;11;28422;Y1;P;RELIGION;A
2023-2024;11;28422;Y1;P;ETHICS;A
2023-2024;11;28522;Y1;3.8;Deportes 11/12;C
2023-2024;11;28522;Y1;2.3;US AND WORLD HISTORY;F
2023-2024;11;28522;Y1;2.9;PHYSICS 1;A
2023-2024;11;28522;Y1;2.2;CHEMISTRY 1;B
2023-2024;11;28522;Y1;2.4;PRE-CALCULUS - TRIGONOMETRY 11;G
2023-2024;11;28522;Y1;2.4;ESPAÑOL 11;E
2023-2024;11;28522;Y1;1.7;ENGLISH 11;H
2023-2024;11;28522;Y1;P;RELIGION;A
2023-2024;11;28522;Y1;1.7;Filosofia - Etica 2;D
2023-2024;11;28581;Y1;3.3;Art 10;C
2023-2024;11;28581;Y1;2.3;WORLD HISTORY 10;H
2023-2024;11;28581;Y1;3.0;INTEGRATED MATH 3;E
2023-2024;11;28581;Y1;2.8;Estudios de Colombia y América Latina 2;B
2023-2024;11;28581;Y1;2.1;CHEMISTRY 1;D
2023-2024;11;28581;Y1;2.2;ESPAÑOL 10;F
2023-2024;11;28581;Y1;3.0;ENGLISH 10;A
2023-2024;11;28581;Y1;P;RELIGION;A
2023-2024;11;28581;Y1;P;ETHICS;A
2023-2024;11;28581;Y1;2.6;Educación Física 10;G2
2023-2024;11;28591;Y1;3.4;Educación Física 10;G3
2023-2024;11;28591;Y1;3.7;WORLD HISTORY HONORS 10;B
2023-2024;11;28591;Y1;4.1;INTEGRATED MATH 3 HONORS;D
2023-2024;11;28591;Y1;3.8;Estudios de Colombia y América Latina 2;F
2023-2024;11;28591;Y1;3.9;Estudios de Colombia y América Latina 1;C
2023-2024;11;28591;Y1;3.3;CHEMISTRY 1;H
2023-2024;11;28591;Y1;3.1;ESPAÑOL 10;A
2023-2024;11;28591;Y1;3.9;ENGLISH 10;E
2023-2024;11;28591;Y1;P;RELIGION;A
2023-2024;11;28591;Y1;P;ETHICS;A
2023-2024;11;28621;Y1;3.5;Educación Física 10;G1
2023-2024;11;28621;Y1;3.3;WORLD HISTORY 10;E
2023-2024;11;28621;Y1;3.3;INTEGRATED MATH 3;H
2023-2024;11;28621;Y1;3.7;DIGITAL ARTS & DESIGN;C
2023-2024;11;28621;Y1;3.6;Estudios de Colombia y América Latina 2;A
2023-2024;11;28621;Y1;3.5;CHEMISTRY 1;D
2023-2024;11;28621;Y1;3.5;ESPAÑOL 10;B
2023-2024;11;28621;Y1;4.0;ENGLISH 10 HONORS;F
2023-2024;11;28621;Y1;P;RELIGION;A
2023-2024;11;28621;Y1;P;ETHICS;A
2023-2024;11;28631;Y1;2.7;Educación Física 10;G4
2023-2024;11;28631;Y1;2.1;WORLD HISTORY 10;D
2023-2024;11;28631;Y1;2.0;INTEGRATED MATH 3;E
2023-2024;11;28631;Y1;2.2;INTEGRATED MATH WORKSHOP 10;C
2023-2024;11;28631;Y1;2.4;Estudios de Colombia y América Latina 2;F
2023-2024;11;28631;Y1;1.9;CHEMISTRY 1;H
2023-2024;11;28631;Y1;2.2;ESPAÑOL 10;B
2023-2024;11;28631;Y1;2.0;ENGLISH 10;A
2023-2024;11;28631;Y1;P;RELIGION;A
2023-2024;11;28631;Y1;P;ETHICS;A
2023-2024;11;28772;Y1;3.0;Educación Física 10;G4
2023-2024;11;28772;Y1;3.5;WORLD HISTORY HONORS 10;B
2023-2024;11;28772;Y1;3.9;INTEGRATED MATH 3;H
2023-2024;11;28772;Y1;3.5;Estudios de Colombia y América Latina 2;F
2023-2024;11;28772;Y1;3.3;CHEMISTRY 1;E
2023-2024;11;28772;Y1;3.3;ESPAÑOL 10;D
2023-2024;11;28772;Y1;3.9;ENGLISH 10;A
2023-2024;11;28772;Y1;4.0;GLOBAL ISSUES NETWORK 10;C
2023-2024;11;28772;Y1;P;RELIGION;A
2023-2024;11;28772;Y1;P;ETHICS;A
2023-2024;11;28782;Y1;3.2;Educación Física 10;G3
2023-2024;11;28782;Y1;2.6;INTEGRATED MATH 3 MODIFIED;F
2023-2024;11;28782;Y1;2.7;ECAL 2 MODIFICADO;A
2023-2024;11;28782;Y1;2.7;Study Skills HS;C
2023-2024;11;28782;Y1;2.4;WORLD HISTORY MODIFIED 10;D
2023-2024;11;28782;Y1;2.0;CHEMISTRY 1 MODIFIED;H
2023-2024;11;28782;Y1;2.4;ESPAÑOL MODIFICADO 10;B
2023-2024;11;28782;Y1;3.2;ENGLISH MODIFIED 10;E
2023-2024;11;28782;Y1;P;RELIGION;A
2023-2024;11;28782;Y1;P;ETHICS;A
2023-2024;11;28911;Y1;3.1;Educación Física 10;G2
2023-2024;11;28911;Y1;3.3;WORLD HISTORY 10;E
2023-2024;11;28911;Y1;3.2;INTEGRATED MATH 3;A
2023-2024;11;28911;Y1;3.5;Estudios de Colombia y América Latina 2;H
2023-2024;11;28911;Y1;2.5;CHEMISTRY 1;B
2023-2024;11;28911;Y1;2.7;ESPAÑOL 10;D
2023-2024;11;28911;Y1;3.6;ENGLISH 10 HONORS;F
2023-2024;11;28911;Y1;3.5;GLOBAL ISSUES NETWORK 10;C
2023-2024;11;28911;Y1;P;RELIGION;A
2023-2024;11;28911;Y1;P;ETHICS;A
2023-2024;11;29021;Y1;2.9;Educación Física 10;G4
2023-2024;11;29021;Y1;3.4;WORLD HISTORY 10;H
2023-2024;11;29021;Y1;2.8;INTEGRATED MATH 3;E
2023-2024;11;29021;Y1;3.3;Estudios de Colombia y América Latina 2;F
2023-2024;11;29021;Y1;3.1;CHEMISTRY 1;A
2023-2024;11;29021;Y1;2.5;ESPAÑOL 10;D
2023-2024;11;29021;Y1;3.5;ENGLISH 10;B
2023-2024;11;29021;Y1;3.6;GLOBAL ISSUES NETWORK 10;C
2023-2024;11;29021;Y1;P;RELIGION;A
2023-2024;11;29021;Y1;P;ETHICS;A
2023-2024;11;29031;Y1;3.3;Educación Física 10;G5
2023-2024;11;29031;Y1;3.3;WORLD HISTORY HONORS 10;B
2023-2024;11;29031;Y1;3.1;INTEGRATED MATH 3;E
2023-2024;11;29031;Y1;3.6;Estudios de Colombia y América Latina 2;D
2023-2024;11;29031;Y1;3.2;CHEMISTRY 1;H
2023-2024;11;29031;Y1;3.2;ESPAÑOL 10;A
2023-2024;11;29031;Y1;3.9;ENGLISH 10 HONORS;F
2023-2024;11;29031;Y1;3.9;GLOBAL ISSUES NETWORK 10;C
2023-2024;11;29031;Y1;P;RELIGION;A
2023-2024;11;29031;Y1;P;ETHICS;A
2023-2024;11;29062;Y1;2.8;Educación Física 10;G4
2023-2024;11;29062;Y1;4.0;MUSICAL THEATRE 10-11;C
2023-2024;11;29062;Y1;2.5;WORLD HISTORY 10;F
2023-2024;11;29062;Y1;2.2;INTEGRATED MATH 3;E
2023-2024;11;29062;Y1;2.8;Estudios de Colombia y América Latina 2;A
2023-2024;11;29062;Y1;2.1;CHEMISTRY 1;H
2023-2024;11;29062;Y1;2.4;ESPAÑOL 10;D
2023-2024;11;29062;Y1;2.8;ENGLISH 10;B
2023-2024;11;29062;Y1;P;RELIGION;A
2023-2024;11;29062;Y1;P;ETHICS;A
2023-2024;11;29091;Y1;2.4;Educación Física 10;G2
2023-2024;11;29091;Y1;2.3;WORLD HISTORY 10;H
2023-2024;11;29091;Y1;3.1;INTEGRATED MATH 3;F
2023-2024;11;29091;Y1;3.0;MODEL UNITED NATIONS 10th;C
2023-2024;11;29091;Y1;2.4;Estudios de Colombia y América Latina 2;A
2023-2024;11;29091;Y1;2.4;CHEMISTRY 1;B
2023-2024;11;29091;Y1;2.2;ESPAÑOL 10;D
2023-2024;11;29091;Y1;2.9;ENGLISH 10;E
2023-2024;11;29091;Y1;P;RELIGION;A
2023-2024;11;29091;Y1;P;ETHICS;A
2023-2024;11;29112;Y1;3.3;Educación Física 10;G4
2023-2024;11;29112;Y1;3.3;WORLD HISTORY 10;H
2023-2024;11;29112;Y1;2.9;INTEGRATED MATH 3;A
2023-2024;11;29112;Y1;3.2;INTEGRATED MATH WORKSHOP 10;C
2023-2024;11;29112;Y1;3.6;Estudios de Colombia y América Latina 2;D
2023-2024;11;29112;Y1;2.9;CHEMISTRY 1;E
2023-2024;11;29112;Y1;3.1;ESPAÑOL 10;B
2023-2024;11;29112;Y1;3.5;ENGLISH 10 HONORS;F
2023-2024;11;29112;Y1;P;RELIGION;A
2023-2024;11;29112;Y1;P;ETHICS;A
2023-2024;11;29241;Y1;2.7;Art 10;C
2023-2024;11;29241;Y1;2.4;WORLD HISTORY 10;F
2023-2024;11;29241;Y1;2.7;INTEGRATED MATH 3;E
2023-2024;11;29241;Y1;2.5;Estudios de Colombia y América Latina 2;H
2023-2024;11;29241;Y1;2.1;CHEMISTRY 1;D
2023-2024;11;29241;Y1;2.5;ESPAÑOL 10;B
2023-2024;11;29241;Y1;2.8;ENGLISH 10;A
2023-2024;11;29241;Y1;P;RELIGION;A
2023-2024;11;29241;Y1;P;ETHICS;A
2023-2024;11;29241;Y1;3.1;Educación Física 10;G3
2023-2024;11;29372;Y1;3.3;Educación Física 10;G1
2023-2024;11;29372;Y1;3.8;WORLD HISTORY 10;E
2023-2024;11;29372;Y1;3.9;INTEGRATED MATH 3 HONORS;D
2023-2024;11;29372;Y1;4.0;MODEL UNITED NATIONS 10th;C
2023-2024;11;29372;Y1;3.6;Estudios de Colombia y América Latina 2;H
2023-2024;11;29372;Y1;3.5;CHEMISTRY 1;A
2023-2024;11;29372;Y1;3.5;ESPAÑOL 10;F
2023-2024;11;29372;Y1;3.9;ENGLISH 10;B
2023-2024;11;29372;Y1;P;RELIGION;A
2023-2024;11;29372;Y1;P;ETHICS;A
2023-2024;11;29421;Y1;0.0;Educación Física 10;G1
2023-2024;11;29421;Y1;3.3;WORLD HISTORY 10;D
2023-2024;11;29421;Y1;3.4;INTEGRATED MATH 3;E
2023-2024;11;29421;Y1;3.0;MODEL UNITED NATIONS 10th;C
2023-2024;11;29421;Y1;3.4;Estudios de Colombia y América Latina 2;F
2023-2024;11;29421;Y1;2.6;CHEMISTRY 1;H
2023-2024;11;29421;Y1;2.9;ESPAÑOL 10;B
2023-2024;11;29421;Y1;3.2;ENGLISH 10;A
2023-2024;11;29421;Y1;P;RELIGION;A
2023-2024;11;29421;Y1;P;ETHICS;A
2023-2024;11;29501;Y1;2.9;Educación Física 10;G2
2023-2024;11;29501;Y1;2.2;WORLD HISTORY 10;D
2023-2024;11;29501;Y1;3.3;INTEGRATED MATH 3;A
2023-2024;11;29501;Y1;3.2;INTEGRATED MATH WORKSHOP 10;C
2023-2024;11;29501;Y1;3.5;Estudios de Colombia y América Latina 2;H
2023-2024;11;29501;Y1;2.2;CHEMISTRY 1;B
2023-2024;11;29501;Y1;2.6;ESPAÑOL 10;F
2023-2024;11;29501;Y1;3.2;ENGLISH 10;E
2023-2024;11;29501;Y1;P;RELIGION;A
2023-2024;11;29501;Y1;P;ETHICS;A
2023-2024;11;29551;Y1;3.4;Educación Física 10;G1
2023-2024;11;29551;Y1;2.8;WORLD HISTORY 10;H
2023-2024;11;29551;Y1;2.6;INTEGRATED MATH 3;F
2023-2024;11;29551;Y1;3.3;DIGITAL ARTS & DESIGN;C
2023-2024;11;29551;Y1;2.7;Estudios de Colombia y América Latina 2;A
2023-2024;11;29551;Y1;2.3;CHEMISTRY 1;E
2023-2024;11;29551;Y1;2.4;ESPAÑOL 10;D
2023-2024;11;29551;Y1;3.2;ENGLISH 10;B
2023-2024;11;29551;Y1;P;RELIGION;A
