Year;Grade Level;Student Number;Finalgradename;Grade;Course Name;Section number
2022-2023;10;32801;Y1;3.8;WORLD HISTORY HONORS;B
2022-2023;10;32801;Y1;3.1;INTEGRATED MATH 3;F
2022-2023;10;32801;Y1;4;MODEL UNITED NATIONS 10th;C
2022-2023;10;32801;Y1;3.3;Estudios de Colombia y América Latina 2;D
2022-2023;10;32801;Y1;3;CHEMISTRY 1;E
2022-2023;10;32801;Y1;3;ESPAÑOL 10;A
2022-2023;10;32801;Y1;3.2;ENGLISH 10;H
2022-2023;10;32801;Y1;P;RELIGION;A
2022-2023;10;33021;Y1;3.3;Educación Física 10;G2
2022-2023;10;33021;Y1;3.8;WORLD HISTORY HONORS;B
2022-2023;10;33021;Y1;3.3;INTEGRATED MATH 3;A
2022-2023;10;33021;Y1;4;Artes Escénicas 10;C
2022-2023;10;33021;Y1;3.2;Estudios de Colombia y América Latina 2;D
2022-2023;10;33021;Y1;2.6;CHEMISTRY 1;H
2022-2023;10;33021;Y1;3;ESPAÑOL 10;F
2022-2023;10;33021;Y1;3.3;ENGLISH 10;E
2022-2023;10;33021;Y1;P;RELIGION;A
2022-2023;10;33761;Y1;2.4;Art 10;C
2022-2023;10;33761;Y1;2.6;WORLD HISTORY;D
2022-2023;10;33761;Y1;2.6;INTEGRATED MATH 3;F
2022-2023;10;33761;Y1;--;Estudios de Colombia y América Latina 2;H
2022-2023;10;33761;Y1;2.8;Estudios de Colombia y América Latina 2;A
2022-2023;10;33761;Y1;2.7;CHEMISTRY 1;H
2022-2023;10;33761;Y1;--;CHEMISTRY 1;A
2022-2023;10;33761;Y1;2.4;ESPAÑOL 10;E
2022-2023;10;33761;Y1;2.6;ENGLISH 10;B
2022-2023;10;33761;Y1;P;RELIGION;A
2022-2023;10;33761;Y1;2.9;Educación Física 10;G3
2022-2023;10;33762;Y1;2.4;Educación Física 10;G5
2022-2023;10;33762;Y1;3.2;WORLD HISTORY;D
2022-2023;10;33762;Y1;2.4;INTEGRATED MATH 3;F
2022-2023;10;33762;Y1;3;Study Skills HS;C
2022-2023;10;33762;Y1;2.2;Estudios de Colombia y América Latina 2;A
2022-2023;10;33762;Y1;2.2;CHEMISTRY 1;H
2022-2023;10;33762;Y1;2.4;ESPAÑOL 10;B
2022-2023;10;33762;Y1;2.6;ENGLISH 10;E
2022-2023;10;33762;Y1;P;RELIGION;A
2022-2023;10;33781;Y1;2.7;Educación Física 10;G4
2022-2023;10;33781;Y1;3.9;WORLD HISTORY;E
2022-2023;10;33781;Y1;4.1;INTEGRATED MATH 3 HONORS;D
2022-2023;10;33781;Y1;4;MODEL UNITED NATIONS 10th;C
2022-2023;10;33781;Y1;3.4;Estudios de Colombia y América Latina 2;B
2022-2023;10;33781;Y1;3.1;CHEMISTRY 1;H
2022-2023;10;33781;Y1;3.1;ESPAÑOL 10;F
2022-2023;10;33781;Y1;3.5;ENGLISH 10 HONORS;A
2022-2023;10;33781;Y1;P;RELIGION;A
2022-2023;10;33822;Y1;3.6;Educación Física 10;G1
2022-2023;10;33822;Y1;3.8;WORLD HISTORY;F
2022-2023;10;33822;Y1;3.4;INTEGRATED MATH 3 HONORS;D
2022-2023;10;33822;Y1;4;Artes Escénicas 10;C
2022-2023;10;33822;Y1;3.2;Estudios de Colombia y América Latina 2;H
2022-2023;10;33822;Y1;3;CHEMISTRY 1;B
2022-2023;10;33822;Y1;2.9;ESPAÑOL 10;E
2022-2023;10;33822;Y1;3.9;ENGLISH 10 HONORS;A
2022-2023;10;33822;Y1;P;RELIGION;A
2022-2023;10;34331;Y1;4;BAND ADVANCED 12;C
2022-2023;10;34331;Y1;3.4;WORLD HISTORY HONORS;H
2022-2023;10;34331;Y1;3.7;INTEGRATED MATH 3;A
2022-2023;10;34331;Y1;3.4;Estudios de Colombia y América Latina 2;D
2022-2023;10;34331;Y1;3.5;CHEMISTRY 1;B
2022-2023;10;34331;Y1;2.9;ESPAÑOL 10;E
2022-2023;10;34331;Y1;3.1;ENGLISH 10 HONORS;F
2022-2023;10;34331;Y1;P;RELIGION;A
2022-2023;10;34331;Y1;3.7;Educación Física 10;G3
2022-2023;10;34351;Y1;3.9;BAND ADVANCED 12;C
2022-2023;10;34351;Y1;2.6;WORLD HISTORY HONORS;B
2022-2023;10;34351;Y1;3.1;INTEGRATED MATH 3;F
2022-2023;10;34351;Y1;3.4;Estudios de Colombia y América Latina 2;A
2022-2023;10;34351;Y1;2.5;CHEMISTRY 1;H
2022-2023;10;34351;Y1;2.4;ESPAÑOL 10;D
2022-2023;10;34351;Y1;2.2;ENGLISH 10;E
2022-2023;10;34351;Y1;P;RELIGION;A
2022-2023;10;34351;Y1;3;Educación Física 10;G3
2022-2023;10;35682;Y1;3.6;Art 10;C
2022-2023;10;35682;Y1;3.7;WORLD HISTORY HONORS;B
2022-2023;10;35682;Y1;3.4;INTEGRATED MATH 3;E
2022-2023;10;35682;Y1;2.7;Estudios de Colombia y América Latina 2;F
2022-2023;10;35682;Y1;2.5;CHEMISTRY 1;A
2022-2023;10;35682;Y1;2.6;ESPAÑOL 10;D
2022-2023;10;35682;Y1;3.1;ENGLISH 10;H
2022-2023;10;35682;Y1;P;RELIGION;A
2022-2023;10;35682;Y1;3.1;Educación Física 10;G2
2022-2023;10;35762;Y1;3.5;Educación Física 10;G5
2022-2023;10;35762;Y1;3.9;WORLD HISTORY;F
2022-2023;10;35762;Y1;3.9;INTEGRATED MATH 3 HONORS;D
2022-2023;10;35762;Y1;2.9;Estudios de Colombia y América Latina 2;B
2022-2023;10;35762;Y1;3.1;CHEMISTRY 1;H
2022-2023;10;35762;Y1;2.7;ESPAÑOL 10;E
2022-2023;10;35762;Y1;3.4;ENGLISH 10 HONORS;A
2022-2023;10;35762;Y1;3.5;GLOBAL ISSUES NETWORK 10;C
2022-2023;10;35762;Y1;P;RELIGION;A
2022-2023;10;35861;Y1;3.9;Art 10;C
2022-2023;10;35861;Y1;3.8;WORLD HISTORY;E
2022-2023;10;35861;Y1;3.6;INTEGRATED MATH 3 HONORS;D
2022-2023;10;35861;Y1;3.7;Estudios de Colombia y América Latina 2;H
2022-2023;10;35861;Y1;3.6;CHEMISTRY 1;B
2022-2023;10;35861;Y1;3.1;ESPAÑOL 10;F
2022-2023;10;35861;Y1;4;ENGLISH 10 HONORS;A
2022-2023;10;35861;Y1;P;RELIGION;A
2022-2023;10;35861;Y1;3.8;Educación Física 10;G2
2022-2023;10;36111;Y1;3.4;Educación Física 10;G2
2022-2023;10;36111;Y1;3.3;WORLD HISTORY;E
2022-2023;10;36111;Y1;3.4;INTEGRATED MATH 3;F
2022-2023;10;36111;Y1;2.6;Estudios de Colombia y América Latina 2;B
2022-2023;10;36111;Y1;2.9;CHEMISTRY 1;D
2022-2023;10;36111;Y1;2.4;ESPAÑOL 10;A
2022-2023;10;36111;Y1;2.5;ENGLISH 10;H
2022-2023;10;36111;Y1;3.4;GLOBAL ISSUES NETWORK 10;C
2022-2023;10;36111;Y1;P;RELIGION;A
2022-2023;10;37671;Y1;3.7;Art 10;C
2022-2023;10;37671;Y1;3.9;WORLD HISTORY HONORS;B
2022-2023;10;37671;Y1;3.1;INTEGRATED MATH 3;F
2022-2023;10;37671;Y1;3.6;Estudios de Colombia y América Latina 2;A
2022-2023;10;37671;Y1;3.5;CHEMISTRY 1;D
2022-2023;10;37671;Y1;3.4;ESPAÑOL 10;E
2022-2023;10;37671;Y1;3.4;ENGLISH 10;H
2022-2023;10;37671;Y1;P;RELIGION;A
2022-2023;10;37671;Y1;3.1;Educación Física 10;G1
2022-2023;10;37701;Y1;3.3;Educación Física 10;G3
2022-2023;10;37701;Y1;3.8;WORLD HISTORY;F
2022-2023;10;37701;Y1;3.6;INTEGRATED MATH 3 HONORS;D
2022-2023;10;37701;Y1;3.3;Estudios de Colombia y América Latina 2;B
2022-2023;10;37701;Y1;3.7;CHEMISTRY 1;A
2022-2023;10;37701;Y1;2.6;ESPAÑOL 10;E
2022-2023;10;37701;Y1;2.7;ENGLISH 10;H
2022-2023;10;37701;Y1;3.6;GLOBAL ISSUES NETWORK 10;C
2022-2023;10;37701;Y1;P;RELIGION;A
2022-2023;10;37732;Y1;3.3;Educación Física 10;G1
2022-2023;10;37732;Y1;4.1;WORLD HISTORY HONORS;H
2022-2023;10;37732;Y1;3.9;INTEGRATED MATH 3;E
2022-2023;10;37732;Y1;3.6;Estudios de Colombia y América Latina 2;B
2022-2023;10;37732;Y1;3.7;CHEMISTRY 1;D
2022-2023;10;37732;Y1;3.1;ESPAÑOL 10;A
2022-2023;10;37732;Y1;4;ENGLISH 10 HONORS;F
2022-2023;10;37732;Y1;3.8;GLOBAL ISSUES NETWORK 10;C
2022-2023;10;37732;Y1;P;RELIGION;A
2022-2023;10;38071;Y1;4;BAND ADVANCED 12;C
2022-2023;10;38071;Y1;3.3;WORLD HISTORY HONORS;B
2022-2023;10;38071;Y1;3.3;INTEGRATED MATH 3;A
2022-2023;10;38071;Y1;2.4;Estudios de Colombia y América Latina 2;H
2022-2023;10;38071;Y1;2.8;CHEMISTRY 1;E
2022-2023;10;38071;Y1;2.3;ESPAÑOL 10;D
2022-2023;10;38071;Y1;2.2;ENGLISH 10 HONORS;F
2022-2023;10;38071;Y1;P;RELIGION;A
2022-2023;10;38071;Y1;2.9;Educación Física 10;G3
2022-2023;10;38571;Y1;3.3;Educación Física 10;G3
2022-2023;10;38571;Y1;3.9;WORLD HISTORY HONORS;B
2022-2023;10;38571;Y1;3.5;INTEGRATED MATH 3;A
2022-2023;10;38571;Y1;4;MODEL UNITED NATIONS 10th;C
2022-2023;10;38571;Y1;3.3;Estudios de Colombia y América Latina 2;D
2022-2023;10;38571;Y1;2.9;CHEMISTRY 1;E
2022-2023;10;38571;Y1;2.9;ESPAÑOL 10;F
2022-2023;10;38571;Y1;3.5;ENGLISH 10;H
2022-2023;10;38571;Y1;P;RELIGION;A
2022-2023;10;38571;Y1;--;Educación Física 10;G5
2022-2023;10;39411;Y1;3.8;Art 10;C
2022-2023;10;39411;Y1;3.7;WORLD HISTORY HONORS;H
2022-2023;10;39411;Y1;3.4;INTEGRATED MATH 3 HONORS;D
2022-2023;10;39411;Y1;3.2;Estudios de Colombia y América Latina 2;F
2022-2023;10;39411;Y1;2.7;CHEMISTRY 1;B
2022-2023;10;39411;Y1;2.8;ESPAÑOL 10;A
2022-2023;10;39411;Y1;3.4;ENGLISH 10;E
2022-2023;10;39411;Y1;P;RELIGION;A
2022-2023;10;39411;Y1;3.4;Educación Física 10;G4
2022-2023;10;39412;Y1;3.3;Educación Física 10;G5
2022-2023;10;39412;Y1;3.1;WORLD HISTORY;E
2022-2023;10;39412;Y1;2.9;INTEGRATED MATH 3;F
2022-2023;10;39412;Y1;3.5;DIGITAL ARTS and DESIGN;C
2022-2023;10;39412;Y1;3.1;Estudios de Colombia y América Latina 2;D
2022-2023;10;39412;Y1;2.3;CHEMISTRY 1;H
2022-2023;10;39412;Y1;2.1;ESPAÑOL 10;A
2022-2023;10;39412;Y1;3.1;ENGLISH 10;B
2022-2023;10;39412;Y1;P;RELIGION;A
2022-2023;10;39512;Y1;3.7;Art 10;C
2022-2023;10;39512;Y1;4;WORLD HISTORY HONORS;H
2022-2023;10;39512;Y1;3.7;INTEGRATED MATH 3;E
2022-2023;10;39512;Y1;3.6;Estudios de Colombia y América Latina 2;B
2022-2023;10;39512;Y1;3;CHEMISTRY 1;D
2022-2023;10;39512;Y1;3.5;ESPAÑOL 10;F
2022-2023;10;39512;Y1;4;ENGLISH 10 HONORS;A
2022-2023;10;39512;Y1;P;RELIGION;A
2022-2023;10;39512;Y1;3.5;Educación Física 10;G5
2022-2023;10;39542;Y1;3.2;Educación Física 10;G2
2022-2023;10;39542;Y1;3.4;WORLD HISTORY;E
2022-2023;10;39542;Y1;3.7;INTEGRATED MATH 3;F
2022-2023;10;39542;Y1;3.9;Artes Escénicas 10;C
2022-2023;10;39542;Y1;2.7;Estudios de Colombia y América Latina 2;B
2022-2023;10;39542;Y1;2.8;CHEMISTRY 1;D
2022-2023;10;39542;Y1;2.4;ESPAÑOL 10;A
2022-2023;10;39542;Y1;2.8;ENGLISH 10;H
2022-2023;10;39542;Y1;P;RELIGION;A
2022-2023;10;39631;Y1;3.5;Educación Física 10;G3
2022-2023;10;39631;Y1;3.6;WORLD HISTORY;D
2022-2023;10;39631;Y1;2.6;INTEGRATED MATH 3;H
2022-2023;10;39631;Y1;3.6;SPANISH FOREIGN LANGUAGE;F
2022-2023;10;39631;Y1;3.5;DIGITAL ARTS and DESIGN;C
2022-2023;10;39631;Y1;2.7;Estudios de Colombia y América Latina 2;B
2022-2023;10;39631;Y1;2.1;CHEMISTRY 1;A
2022-2023;10;39631;Y1;3.1;ENGLISH 10;E
2022-2023;10;39631;Y1;P;RELIGION;A
2022-2023;11;16793;Y1;3.9;Fútbol 11-12;C
2022-2023;11;16793;Y1;3.4;US AND WORLD HISTORY;G
2022-2023;11;16793;Y1;4;MODEL UNITED NATIONS ADVANCED;F
2022-2023;11;16793;Y1;3.3;PHYSICS 1;B
2022-2023;11;16793;Y1;2.1;PRE-CALCULUS - TRIGONOMETRY 11;H
2022-2023;11;16793;Y1;2.6;ESPAÑOL 11;E
2022-2023;11;16793;Y1;2.7;ENGLISH 11;D
2022-2023;11;16793;Y1;P;RELIGION;A
2022-2023;11;16793;Y1;2.3;FILOSOFIA - ETICA 2;A
2022-2023;11;17813;Y1;3.6;Diseño Gráfico 1;D
2022-2023;11;17813;Y1;3.5;US AND WORLD HISTORY;E
2022-2023;11;17813;Y1;3.4;ESPAÑOL - Pre AP 11;B
2022-2023;11;17813;Y1;2.8;ENGLISH LANGUAGE AP;H
2022-2023;11;17813;Y1;3.4;PHYSICS 1;G
2022-2023;11;17813;Y1;2.3;PRE-CALCULUS - TRIGONOMETRY 11;A
2022-2023;11;17813;Y1;P;RELIGION;A
2022-2023;11;17813;Y1;3;FILOSOFIA - ETICA 2;F
2022-2023;11;17813;Y1;4;Deportes 11-12;C
2022-2023;11;17962;Y1;2.6;FILOSOFIA - ETICA 2;F
2022-2023;11;17962;Y1;3.3;US AND WORLD HISTORY;C
2022-2023;11;17962;Y1;3.5;PHYSICS 1;H
2022-2023;11;17962;Y1;3;CHEMISTRY 2;G
2022-2023;11;17962;Y1;4;BIOLOGY PRE-AP 11;D
2022-2023;11;17962;Y1;3.1;PRE-CALCULUS - TRIGONOMETRY 11;B
2022-2023;11;17962;Y1;2.8;ESPAÑOL 11;E
2022-2023;11;17962;Y1;2.7;ENGLISH 11;A
2022-2023;11;17962;Y1;P;RELIGION;A
2022-2023;11;22152;Y1;4;Deportes 11-12;C
2022-2023;11;22152;Y1;3.9;US AND WORLD HISTORY;G
2022-2023;11;22152;Y1;4;AP COMPUTER SCIENCE A;D
2022-2023;11;22152;Y1;4;PHYSICS 1;F
2022-2023;11;22152;Y1;3.8;PRE-CALCULUS - TRIGONOMETRY 11;E
2022-2023;11;22152;Y1;3.5;ESPAÑOL 11;H
2022-2023;11;22152;Y1;3.3;ENGLISH 11;A
2022-2023;11;22152;Y1;P;RELIGION;A
2022-2023;11;22152;Y1;3.6;FILOSOFIA - ETICA 2;B
2022-2023;11;22812;Y1;4;FILOSOFIA - ETICA 2;G
2022-2023;11;22812;Y1;3.8;US AND WORLD HISTORY;C
2022-2023;11;22812;Y1;3.7;ENGLISH LANGUAGE AP;H
2022-2023;11;22812;Y1;4;AP PHYSICS 1;A
2022-2023;11;22812;Y1;3.8;CHEMISTRY 2;B
2022-2023;11;22812;Y1;4.1;BIOLOGY PRE-AP 11;D
2022-2023;11;22812;Y1;3.9;PRE-CALCULUS PRE-AP 11;E
2022-2023;11;22812;Y1;3.9;ESPAÑOL 11;F
2022-2023;11;22812;Y1;P;RELIGION;A
2022-2023;11;23193;Y1;3.7;Diseño Gráfico 1;D
2022-2023;11;23193;Y1;3.6;US AND WORLD HISTORY;G
2022-2023;11;23193;Y1;3.9;PHYSICS 1;F
2022-2023;11;23193;Y1;3.4;PRE-CALCULUS - TRIGONOMETRY 11;A
2022-2023;11;23193;Y1;3.1;ESPAÑOL 11;H
2022-2023;11;23193;Y1;3.5;ENGLISH 11;E
2022-2023;11;23193;Y1;P;RELIGION;A
2022-2023;11;23193;Y1;3;FILOSOFIA - ETICA 2;B
2022-2023;11;23193;Y1;4;Deportes 11-12;C
2022-2023;11;23903;Y1;3.7;Diseño Gráfico 1;D
2022-2023;11;23903;Y1;3.7;US AND WORLD HISTORY;E
2022-2023;11;23903;Y1;4;MODEL UNITED NATIONS ADVANCED;F
2022-2023;11;23903;Y1;3.4;ENGLISH LANGUAGE AP;G
2022-2023;11;23903;Y1;3.5;PHYSICS 1;B
2022-2023;11;23903;Y1;3.1;PRE-CALCULUS - TRIGONOMETRY 11;H
2022-2023;11;23903;Y1;3.2;ESPAÑOL 11;A
2022-2023;11;23903;Y1;P;RELIGION;A
2022-2023;11;23903;Y1;3.5;FILOSOFIA - ETICA 2;C
2022-2023;11;24092;Y1;3.2;FILOSOFIA - ETICA 2;C
2022-2023;11;24092;Y1;3.3;US AND WORLD HISTORY;G
2022-2023;11;24092;Y1;3.7;GLOBAL ISSUES NETWORK 11-12;F
2022-2023;11;24092;Y1;3.7;PHYSICS 1;B
2022-2023;11;24092;Y1;4;BIOLOGY PRE-AP 11;D
2022-2023;11;24092;Y1;3.2;PRE-CALCULUS - TRIGONOMETRY 11;E
2022-2023;11;24092;Y1;2.9;ESPAÑOL 11;H
2022-2023;11;24092;Y1;2.8;ENGLISH 11;A
2022-2023;11;24092;Y1;P;RELIGION;A
2022-2023;11;24542;Y1;2.1;FILOSOFIA - ETICA 2;F
2022-2023;11;24542;Y1;2.4;US AND WORLD HISTORY;G
2022-2023;11;24542;Y1;3.3;GEOPOLITICS AND FILM;C
2022-2023;11;24542;Y1;3.9;AP COMPUTER SCIENCE A;D
2022-2023;11;24542;Y1;3.7;PHYSICS 1;B
2022-2023;11;24542;Y1;3.2;PRE-CALCULUS - TRIGONOMETRY 11;H1
2022-2023;11;24542;Y1;2.4;ESPAÑOL 11;E
2022-2023;11;24542;Y1;2.4;ENGLISH 11;A
2022-2023;11;24542;Y1;P;RELIGION;A
2022-2023;11;24602;Y1;2.9;FILOSOFIA - ETICA 2;F
2022-2023;11;24602;Y1;3.4;US AND WORLD HISTORY;C
2022-2023;11;24602;Y1;4;AP COMPUTER SCIENCE A;D
2022-2023;11;24602;Y1;3.7;ENGLISH LANGUAGE AP;G
2022-2023;11;24602;Y1;3.5;AP PHYSICS 1;A
2022-2023;11;24602;Y1;3.1;CHEMISTRY 2;B
2022-2023;11;24602;Y1;3.6;PRE-CALCULUS PRE-AP 11;E
2022-2023;11;24602;Y1;3.6;ESPAÑOL 11;H
2022-2023;11;24602;Y1;P;RELIGION;A
2022-2023;11;24823;Y1;3.7;Diseño Gráfico 1;D
2022-2023;11;24823;Y1;3.4;US AND WORLD HISTORY;C
2022-2023;11;24823;Y1;3.2;ESPAÑOL - Pre AP 11;B
2022-2023;11;24823;Y1;3.3;PHYSICS 1;F
2022-2023;11;24823;Y1;2.5;PRE-CALCULUS - TRIGONOMETRY 11;H
2022-2023;11;24823;Y1;2.8;ENGLISH 11;E
2022-2023;11;24823;Y1;P;RELIGION;A
2022-2023;11;24823;Y1;3.4;FILOSOFIA - ETICA 2;A
2022-2023;11;24823;Y1;3.9;Arte 11;G
2022-2023;11;24892;Y1;2.1;FILOSOFIA - ETICA 2;B
2022-2023;11;24892;Y1;3.3;US AND WORLD HISTORY;H
2022-2023;11;24892;Y1;3.4;GEOPOLITICS AND FILM;C
2022-2023;11;24892;Y1;3.2;AP COMPUTER SCIENCE A;D
2022-2023;11;24892;Y1;3.3;PHYSICS 1;G
2022-2023;11;24892;Y1;3.3;PRE-CALCULUS PRE-AP 11;E
2022-2023;11;24892;Y1;2.8;ESPAÑOL 11;F
2022-2023;11;24892;Y1;3;ENGLISH 11;A
2022-2023;11;24892;Y1;P;RELIGION;A
2022-2023;11;24962;Y1;2.9;FILOSOFIA - ETICA 2;B
2022-2023;11;24962;Y1;3.4;US AND WORLD HISTORY;C
2022-2023;11;24962;Y1;3.2;ENGLISH LANGUAGE AP;H
2022-2023;11;24962;Y1;3.1;Estudios de Colombia y América Latina 2;F
2022-2023;11;24962;Y1;3.1;PHYSICS 1;G
2022-2023;11;24962;Y1;4.1;BIOLOGY PRE-AP 11;D
2022-2023;11;24962;Y1;2.7;PRE-CALCULUS - TRIGONOMETRY 11;A
2022-2023;11;24962;Y1;3;ESPAÑOL 11;E
2022-2023;11;24962;Y1;P;RELIGION;A
2022-2023;11;25002;Y1;4;BAND ADVANCED 12;C
2022-2023;11;25002;Y1;3.7;US AND WORLD HISTORY;D
2022-2023;11;25002;Y1;3.8;ESPAÑOL - Pre AP 11;B
2022-2023;11;25002;Y1;3.5;ENGLISH LANGUAGE AP;H
2022-2023;11;25002;Y1;3.2;Estudios de Colombia y América Latina 2;F
2022-2023;11;25002;Y1;3.4;AP PHYSICS 1;A
2022-2023;11;25002;Y1;3.9;PRE-CALCULUS - TRIGONOMETRY 11;E
2022-2023;11;25002;Y1;P;RELIGION;A
2022-2023;11;25002;Y1;3.6;FILOSOFIA - ETICA 2;G
2022-2023;11;25022;Y1;3.4;Arte 11;G
2022-2023;11;25022;Y1;3.2;US AND WORLD HISTORY;E
2022-2023;11;25022;Y1;4;Artes Escénicas 10;C
2022-2023;11;25022;Y1;2.8;PHYSICS 1;F
2022-2023;11;25022;Y1;2.8;PRE-CALCULUS - TRIGONOMETRY 11;B
2022-2023;11;25022;Y1;2.7;ESPAÑOL 11;H
2022-2023;11;25022;Y1;2.8;ENGLISH 11;D
2022-2023;11;25022;Y1;P;RELIGION;A
2022-2023;11;25022;Y1;2.8;FILOSOFIA - ETICA 2;A
2022-2023;11;25062;Y1;3.5;FILOSOFIA - ETICA 2;B
2022-2023;11;25062;Y1;3.9;US AND WORLD HISTORY;C
2022-2023;11;25062;Y1;3.8;GLOBAL ISSUES NETWORK 11-12;F
2022-2023;11;25062;Y1;3.8;ENGLISH LANGUAGE AP;G
2022-2023;11;25062;Y1;3.6;PHYSICS 1;H
2022-2023;11;25062;Y1;4.1;BIOLOGY PRE-AP 11;D
2022-2023;11;25062;Y1;3.5;PRE-CALCULUS - TRIGONOMETRY 11;A
2022-2023;11;25062;Y1;3.9;ESPAÑOL 11;E
2022-2023;11;25062;Y1;P;RELIGION;A
2022-2023;11;25392;Y1;4;Deportes 11-12;C
2022-2023;11;25392;Y1;2.2;US AND WORLD HISTORY;E
2022-2023;11;25392;Y1;2.4;ESPAÑOL - Pre AP 11;B
2022-2023;11;25392;Y1;3.1;PHYSICS 1;H
2022-2023;11;25392;Y1;2.4;PRE-CALCULUS - TRIGONOMETRY 11;A
2022-2023;11;25392;Y1;3.9;PERIODISMO 11/12;F
2022-2023;11;25392;Y1;2.5;ENGLISH 11;D
2022-2023;11;25392;Y1;P;RELIGION;A
2022-2023;11;25392;Y1;2.7;FILOSOFIA - ETICA 2;G
2022-2023;11;25522;Y1;2.3;Arte 11;G
2022-2023;11;25522;Y1;2.5;US AND WORLD HISTORY;H
2022-2023;11;25522;Y1;2.5;AP ART and DESIGN;F
2022-2023;11;25522;Y1;2.3;PHYSICS 1;B
2022-2023;11;25522;Y1;2.1;PRE-CALCULUS - TRIGONOMETRY 11;A
2022-2023;11;25522;Y1;2.3;ESPAÑOL 11;E
2022-2023;11;25522;Y1;2;ENGLISH 11;D
2022-2023;11;25522;Y1;P;RELIGION;A
2022-2023;11;25522;Y1;2.3;FILOSOFIA - ETICA 2;C
2022-2023;11;26832;Y1;3.9;Fútbol 11-12;C
2022-2023;11;26832;Y1;3.1;US AND WORLD HISTORY;G
2022-2023;11;26832;Y1;3.6;GLOBAL ISSUES NETWORK 11-12;F
2022-2023;11;26832;Y1;3.8;PHYSICS 1;B
2022-2023;11;26832;Y1;3.3;PRE-CALCULUS PRE-AP 11;E
2022-2023;11;26832;Y1;3.1;ESPAÑOL 11;H
2022-2023;11;26832;Y1;2.7;ENGLISH 11;D
2022-2023;11;26832;Y1;P;RELIGION;A
2022-2023;11;26832;Y1;2.6;FILOSOFIA - ETICA 2;A
2022-2023;11;26862;Y1;3.5;FILOSOFIA - ETICA 2;C
2022-2023;11;26862;Y1;3.7;US AND WORLD HISTORY;H
2022-2023;11;26862;Y1;3.6;AP COMPUTER SCIENCE A;D
2022-2023;11;26862;Y1;3.8;GLOBAL ISSUES NETWORK 11-12;F
2022-2023;11;26862;Y1;3.3;ESPAÑOL - Pre AP 11;B
2022-2023;11;26862;Y1;3.3;ENGLISH LANGUAGE AP;G
2022-2023;11;26862;Y1;3.4;AP PHYSICS 1;A
2022-2023;11;26862;Y1;3.3;PRE-CALCULUS PRE-AP 11;E
2022-2023;11;26862;Y1;P;RELIGION;A
2022-2023;11;26882;Y1;2.8;FILOSOFIA - ETICA 2;A
2022-2023;11;26882;Y1;3.7;US AND WORLD HISTORY;D
2022-2023;11;26882;Y1;4;MODEL UNITED NATIONS ADVANCED;F
2022-2023;11;26882;Y1;3.2;ESPAÑOL - Pre AP 11;B
2022-2023;11;26882;Y1;4;Artes Escénicas 10;C
2022-2023;11;26882;Y1;3.3;ENGLISH LANGUAGE AP;G
2022-2023;11;26882;Y1;3.7;PHYSICS 1;H
2022-2023;11;26882;Y1;3.6;PRE-CALCULUS - TRIGONOMETRY 11;E
2022-2023;11;26882;Y1;P;RELIGION;A
2022-2023;11;26902;Y1;4;FILOSOFIA - ETICA 2;B
2022-2023;11;26902;Y1;3.8;US AND WORLD HISTORY;D
2022-2023;11;26902;Y1;3.9;GEOPOLITICS AND FILM;C
2022-2023;11;26902;Y1;3.8;GLOBAL ISSUES NETWORK 11-12;F
2022-2023;11;26902;Y1;3.8;ENGLISH LANGUAGE AP;G
2022-2023;11;26902;Y1;3.7;AP PHYSICS 1;A
2022-2023;11;26902;Y1;3.6;PRE-CALCULUS PRE-AP 11;E
2022-2023;11;26902;Y1;3.7;ESPAÑOL 11;H
2022-2023;11;26902;Y1;P;RELIGION;A
2022-2023;11;27041;Y1;4;Deportes 11-12;C
2022-2023;11;27041;Y1;3.6;US AND WORLD HISTORY;H
2022-2023;11;27041;Y1;3.5;AP COMPUTER SCIENCE A;D
2022-2023;11;27041;Y1;3.9;PHYSICS 1;B
2022-2023;11;27041;Y1;3.5;PRE-CALCULUS - TRIGONOMETRY 11;E
2022-2023;11;27041;Y1;3.7;ESPAÑOL 11;F
2022-2023;11;27041;Y1;3.2;ENGLISH 11;A
2022-2023;11;27041;Y1;P;RELIGION;A
2022-2023;11;27041;Y1;3.4;FILOSOFIA - ETICA 2;G
2022-2023;11;27082;Y1;3.2;FILOSOFIA - ETICA 2;C
2022-2023;11;27082;Y1;3.8;US AND WORLD HISTORY;G
2022-2023;11;27082;Y1;3.4;ENGLISH LANGUAGE AP;H
2022-2023;11;27082;Y1;3.8;AP PHYSICS 1;A
2022-2023;11;27082;Y1;3.5;CHEMISTRY 2;B
2022-2023;11;27082;Y1;3.7;BIOLOGY PRE-AP 11;D
2022-2023;11;27082;Y1;3.4;PRE-CALCULUS PRE-AP 11;E
2022-2023;11;27082;Y1;3.6;ESPAÑOL 11;F
2022-2023;11;27082;Y1;P;RELIGION;A
2022-2023;11;27282;Y1;3.9;Fútbol 11-12;C
2022-2023;11;27282;Y1;3.8;US AND WORLD HISTORY;H
2022-2023;11;27282;Y1;3.3;AP COMPUTER SCIENCE A;D
2022-2023;11;27282;Y1;3.2;ENGLISH LANGUAGE AP;G
2022-2023;11;27282;Y1;3.9;PHYSICS 1;F
2022-2023;11;27282;Y1;3.6;PRE-CALCULUS - TRIGONOMETRY 11;E
